index,carat,cut,color,clarity,depth,table,length (mm),width (mm),height (mm),year
9659,1.01,Premium,G,VS1,62.7,58.0,6.31,6.36,3.97,2023
9660,1.01,Very Good,E,VS2,62.9,58.0,6.37,6.47,4.04,2023
9661,1.01,Very Good,E,VS2,63.0,60.0,6.32,6.35,3.99,2023
9662,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,2023
9663,1.01,Good,E,VS2,63.7,56.0,6.27,6.29,4.0,2023
9664,1.32,Fair,E,SI2,65.2,58.0,6.86,6.79,4.45,2023
9665,1.12,Ideal,H,VS2,61.8,55.0,6.7,6.64,4.12,2023
9666,1.0,Good,F,VS2,63.1,57.0,6.32,6.36,4.0,2023
9667,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,2023
9668,1.05,Very Good,E,SI1,59.7,57.0,6.63,6.71,3.98,2023
9669,1.5,Premium,G,SI2,61.8,60.0,7.28,7.25,4.49,2023
9670,1.5,Good,I,SI1,63.8,56.0,7.26,7.15,4.59,2023
9671,1.09,Ideal,I,VS1,61.8,55.0,6.59,6.62,4.08,2023
9672,1.09,Ideal,I,VS1,61.4,56.0,6.61,6.66,4.07,2023
9673,1.21,Very Good,H,SI1,60.2,58.0,6.89,6.93,4.16,2023
9674,1.03,Ideal,G,VS2,60.3,56.0,6.59,6.55,3.96,2023
9675,1.07,Premium,E,VS2,62.5,57.0,6.6,6.53,4.1,2023
9676,1.04,Very Good,G,VS2,63.4,55.0,6.48,6.42,4.09,2023
9677,1.0,Ideal,G,VS2,58.9,60.0,6.53,6.58,3.86,2023
9678,1.31,Premium,H,SI2,61.4,60.0,7.04,7.0,4.31,2023
9679,1.28,Premium,G,SI2,62.6,58.0,6.94,6.89,4.33,2023
9680,1.34,Very Good,J,VS1,61.7,59.0,7.03,7.14,4.37,2023
9681,1.34,Very Good,J,VS1,63.0,57.0,6.9,7.01,4.38,2023
9682,0.9,Ideal,G,VVS1,62.9,56.0,6.11,6.19,3.87,2023
9683,1.53,Good,I,SI2,63.9,59.0,7.31,7.17,4.64,2023
9684,1.02,Premium,F,VS1,61.4,59.0,6.48,6.42,3.96,2023
9685,1.01,Very Good,G,VS1,60.7,63.0,6.38,6.4,3.88,2023
9686,1.01,Ideal,G,VS2,61.6,56.0,6.43,6.46,3.97,2023
9687,1.26,Ideal,H,SI2,62.0,55.0,6.9,6.97,4.29,2023
9688,1.06,Ideal,G,VS2,61.8,57.0,6.56,6.52,4.04,2023
9689,1.03,Ideal,G,VS2,61.8,56.0,6.54,6.48,4.02,2023
9690,1.11,Ideal,D,SI2,61.3,56.0,6.74,6.68,4.12,2023
9691,1.0,Very Good,E,VS2,62.9,59.0,6.27,6.38,3.98,2023
9692,1.56,Good,I,SI1,64.0,57.0,7.32,7.28,4.67,2023
9693,1.56,Good,G,SI2,63.7,54.0,7.35,7.31,4.67,2023
9694,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,2023
9695,1.01,Good,G,VS1,58.7,62.0,6.49,6.55,3.83,2023
9696,1.0,Good,E,VS2,62.4,58.0,6.33,6.4,3.97,2023
9697,1.21,Very Good,D,SI2,62.4,58.0,6.77,6.83,4.24,2023
9698,1.06,Ideal,F,SI1,61.7,55.1,6.56,6.58,4.06,2023
9699,1.01,Good,E,VS2,60.8,63.0,6.44,6.46,3.92,2023
9700,1.22,Good,H,SI2,63.5,56.0,6.84,6.77,4.32,2023
9701,1.2,Premium,H,VS2,60.7,60.0,6.88,6.82,4.16,2023
9702,1.0,Good,D,VS1,64.0,58.0,6.27,6.21,3.99,2023
9703,1.5,Premium,H,SI2,61.1,59.0,7.41,7.35,4.51,2023
9704,1.5,Fair,H,SI2,64.6,59.0,7.2,7.11,4.62,2023
9705,1.04,Ideal,H,VS1,62.2,56.6,6.43,6.49,4.02,2023
9706,1.05,Ideal,H,SI1,61.3,57.0,6.51,6.54,4.0,2023
9707,1.53,Ideal,I,SI2,61.8,56.0,7.4,7.35,4.56,2023
9708,1.14,Premium,G,VS2,61.9,58.0,6.72,6.68,4.15,2023
9709,1.24,Premium,I,VS2,60.2,58.0,6.98,6.93,4.19,2023
9710,1.01,Very Good,F,VS2,58.8,63.0,6.51,6.56,3.84,2023
9711,1.01,Very Good,F,VS2,59.2,59.0,6.49,6.61,3.88,2023
9712,1.01,Very Good,G,VVS2,61.9,58.0,6.38,6.48,3.98,2023
9713,1.01,Ideal,D,SI1,62.2,54.0,6.42,6.45,4.0,2023
9714,1.04,Ideal,E,SI1,62.6,53.0,6.49,6.52,4.07,2023
9715,1.38,Ideal,J,SI1,61.8,56.0,7.17,7.14,4.42,2023
9716,1.37,Premium,G,SI2,62.4,58.0,7.1,7.0,4.4,2023
9717,1.21,Premium,E,SI1,60.0,60.0,7.01,6.92,4.18,2023
9718,1.21,Ideal,F,VS2,62.6,55.0,6.81,6.74,4.24,2023
9719,1.07,Very Good,H,VS1,62.5,56.0,6.52,6.55,4.08,2023
9720,1.12,Very Good,F,SI1,62.9,57.0,6.6,6.62,4.16,2023
9721,1.0,Very Good,G,VS1,62.4,60.0,6.37,6.39,3.98,2023
9722,1.02,Ideal,H,SI1,61.8,57.0,6.43,6.46,3.98,2023
9723,1.01,Very Good,E,VS2,61.7,60.0,6.36,6.45,3.95,2023
9724,1.51,Good,I,SI1,63.8,59.0,7.27,7.21,4.62,2023
9725,1.0,Good,F,VS2,63.3,55.0,6.29,6.34,4.0,2023
9726,1.0,Fair,E,VS2,57.4,58.0,6.57,6.64,3.79,2023
9727,1.01,Very Good,D,SI1,61.4,59.0,6.37,6.43,3.93,2023
9728,1.01,Fair,G,VS2,59.1,56.0,6.55,6.52,3.86,2023
9729,1.01,Premium,F,VS2,62.7,58.0,6.37,6.3,3.97,2023
9730,1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,2023
9731,1.01,Good,F,VS2,60.8,61.0,6.42,6.45,3.91,2023
9732,1.01,Premium,F,VS2,61.3,61.0,6.38,6.34,3.9,2023
9733,1.01,Fair,F,VS2,61.1,60.0,6.49,6.4,3.94,2023
9734,1.01,Premium,D,VS2,61.6,59.0,6.38,6.32,3.91,2023
9735,1.01,Premium,F,VS2,62.5,58.0,6.43,6.4,4.01,2023
9736,1.0,Premium,E,VS2,62.8,62.0,6.29,6.26,3.94,2023
9737,1.18,Ideal,I,VS1,62.2,55.0,6.8,6.77,4.22,2023
9738,1.6,Fair,F,SI2,65.0,56.0,7.35,7.26,4.8,2023
9739,1.0,Good,E,VS2,57.4,62.0,6.56,6.53,3.76,2023
9740,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,2023
9741,1.0,Good,E,VS2,63.8,58.0,6.31,6.19,3.99,2023
9742,1.07,Very Good,G,VS2,62.3,57.0,6.56,6.47,4.06,2023
9743,1.07,Premium,F,VS2,62.4,57.0,6.55,6.5,4.07,2023
9744,1.19,Ideal,H,SI1,62.0,56.4,6.77,6.81,4.2,2023
9745,1.0,Good,E,SI1,61.1,58.0,6.43,6.41,3.92,2023
9746,1.26,Ideal,F,SI2,62.7,58.0,6.91,6.87,4.32,2023
9747,1.22,Very Good,G,SI1,63.4,57.0,6.74,6.77,4.28,2023
9748,1.04,Premium,F,VS2,59.6,62.0,6.62,6.56,3.93,2023
9749,1.21,Ideal,I,VS1,60.3,60.0,6.89,6.93,4.17,2023
9750,1.0,Good,E,VS2,60.7,62.0,6.33,6.46,3.88,2023
9751,1.32,Premium,I,SI1,62.2,58.0,7.04,6.99,4.36,2023
9752,1.01,Good,G,VS1,63.8,56.0,6.27,6.34,4.02,2023
9753,1.1,Premium,G,VS2,60.5,60.0,6.67,6.58,4.01,2023
9754,1.0,Very Good,E,VS2,64.0,59.0,6.22,6.31,4.01,2023
9755,1.04,Ideal,G,VS2,62.0,59.0,6.43,6.5,4.01,2023
9756,1.04,Ideal,G,VS2,59.4,58.0,6.63,6.67,3.95,2023
9757,1.01,Very Good,F,VS2,58.8,59.0,6.55,6.59,3.86,2023
9758,1.01,Very Good,F,VS2,59.4,61.0,6.48,6.51,3.86,2023
9759,1.09,Ideal,H,VS2,61.3,56.0,6.57,6.63,4.05,2023
9760,1.01,Good,F,VS2,62.1,58.0,6.28,6.35,3.92,2023
9761,2.49,Fair,J,I1,66.3,58.0,8.26,8.18,5.45,2023
9762,1.23,Ideal,D,SI2,60.6,54.0,6.97,7.02,4.24,2023
9763,1.23,Ideal,D,SI2,62.4,56.0,6.81,6.87,4.27,2023
9764,1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,2023
9765,1.04,Premium,G,VS2,62.5,58.0,6.47,6.43,4.03,2023
9766,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,2023
9767,0.36,Ideal,I,VVS1,61.6,56.0,4.58,4.61,2.83,2023
9768,0.29,Ideal,G,VVS1,62.8,54.0,4.21,4.24,2.65,2023
9769,0.35,Ideal,F,SI1,61.5,54.0,4.57,4.6,2.82,2023
9770,0.29,Ideal,H,IF,60.7,57.0,4.3,4.33,2.62,2023
9771,0.29,Ideal,H,IF,62.1,55.0,4.26,4.29,2.65,2023
9772,0.34,Ideal,G,SI1,62.7,57.0,4.51,4.48,2.82,2023
9773,0.24,Very Good,F,VVS2,60.6,59.0,4.04,4.06,2.45,2023
9774,0.24,Very Good,E,VVS2,62.2,56.0,3.96,3.98,2.47,2023
9775,0.24,Very Good,F,VVS1,62.3,56.0,3.97,4.01,2.49,2023
9776,0.24,Very Good,F,VVS1,62.5,55.0,3.98,4.02,2.49,2023
9777,0.37,Very Good,H,VS2,63.5,59.0,4.51,4.55,2.88,2023
9778,0.37,Ideal,G,SI1,61.0,56.0,4.61,4.68,2.84,2023
9779,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,2023
9780,0.36,Premium,G,SI2,60.8,58.0,4.61,4.57,2.79,2023
9781,1.04,Ideal,G,VS2,61.8,56.0,6.5,6.47,4.01,2023
9782,1.04,Ideal,G,VS2,62.6,55.0,6.49,6.45,4.05,2023
9783,1.04,Premium,G,VS2,62.6,56.0,6.44,6.41,4.02,2023
9784,1.0,Ideal,G,VS1,62.9,57.0,6.36,6.32,3.99,2023
9785,1.0,Premium,G,VS1,62.3,58.0,6.39,6.3,3.95,2023
9786,1.01,Very Good,G,VS2,63.5,57.0,6.36,6.39,4.05,2023
9787,0.95,Ideal,F,SI1,61.7,56.0,6.31,6.34,3.9,2023
9788,1.51,Fair,H,SI2,64.5,59.0,7.21,7.15,4.63,2023
9789,1.21,Ideal,I,VS1,60.5,58.0,6.95,6.89,4.19,2023
9790,1.03,Very Good,H,VS1,61.9,59.0,6.44,6.49,4.0,2023
9791,1.01,Ideal,G,VS2,62.0,54.9,6.41,6.44,3.99,2023
9792,1.01,Ideal,G,VS2,59.6,59.0,6.52,6.57,3.9,2023
9793,1.01,Ideal,G,VS2,60.6,58.0,6.44,6.5,3.92,2023
9794,1.0,Very Good,G,VS2,60.8,55.0,6.46,6.49,3.94,2023
9795,1.0,Very Good,H,VVS1,63.5,60.0,6.36,6.3,4.02,2023
9796,1.0,Very Good,F,VS2,63.2,59.0,6.35,6.3,4.0,2023
9797,1.21,Good,J,IF,62.1,60.0,6.81,6.87,4.25,2023
9798,1.03,Ideal,D,SI1,62.2,56.0,6.48,6.45,4.02,2023
9799,1.54,Ideal,G,I1,61.6,55.0,7.43,7.4,4.57,2023
9800,1.25,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23,2023
9801,1.29,Ideal,H,SI2,61.6,54.0,7.0,7.02,4.32,2023
9802,1.15,Ideal,I,SI1,61.9,56.0,6.68,6.72,4.15,2023
9803,1.15,Ideal,I,SI1,61.8,55.0,6.73,6.76,4.17,2023
9804,1.02,Premium,G,VS2,62.5,58.0,6.41,6.46,4.02,2023
9805,1.16,Very Good,F,SI1,63.4,55.0,6.73,6.65,4.24,2023
9806,1.3,Very Good,I,SI1,62.3,58.0,6.93,6.96,4.33,2023
9807,0.9,Ideal,G,VVS2,61.6,56.0,6.2,6.23,3.83,2023
9808,1.2,Ideal,I,VS2,61.1,58.0,6.83,6.86,4.18,2023
9809,1.0,Premium,D,VS2,61.2,61.0,6.39,6.35,3.9,2023
9810,1.5,Good,J,SI2,63.6,58.0,7.18,7.25,4.59,2023
9811,1.3,Very Good,H,SI1,63.4,57.0,6.93,6.88,4.38,2023
9812,1.28,Ideal,I,VS2,61.4,57.0,7.04,6.97,4.3,2023
9813,1.01,Very Good,E,VS2,62.3,58.0,6.39,6.45,4.0,2023
9814,1.15,Ideal,G,SI1,62.0,55.0,6.72,6.76,4.18,2023
9815,1.0,Very Good,E,VS2,63.8,59.0,6.25,6.32,4.01,2023
9816,2.01,Fair,G,I1,70.2,57.0,7.53,7.5,5.27,2023
9817,1.0,Good,E,VS2,64.1,54.0,6.26,6.31,4.03,2023
9818,1.45,Very Good,J,SI1,62.4,57.0,7.16,7.23,4.49,2023
9819,1.05,Ideal,E,SI1,60.7,55.0,6.62,6.67,4.03,2023
9820,1.12,Ideal,I,VVS2,61.6,54.0,6.72,6.74,4.14,2023
9821,1.26,Very Good,I,SI1,61.9,58.0,6.97,6.92,4.3,2023
9822,1.24,Premium,D,SI1,59.3,60.0,7.05,7.01,4.16,2023
9823,1.26,Very Good,H,SI1,62.1,57.0,6.88,6.94,4.29,2023
9824,1.69,Premium,I,I1,62.4,60.0,7.56,7.59,4.73,2023
9825,1.71,Ideal,J,SI1,62.8,57.0,7.58,7.55,4.75,2023
9826,1.14,Premium,F,SI1,60.4,58.0,6.82,6.79,4.11,2023
9827,1.29,Premium,I,VS2,60.4,58.0,7.12,7.03,4.27,2023
9828,1.17,Ideal,G,VS2,62.2,57.0,6.75,6.72,4.19,2023
9829,1.12,Ideal,G,VS2,62.1,57.0,6.63,6.6,4.11,2023
9830,1.31,Premium,I,VS2,61.9,59.0,7.02,6.98,4.33,2023
9831,1.22,Very Good,H,SI1,62.4,57.0,6.78,6.82,4.24,2023
9832,1.17,Ideal,H,VS2,60.3,61.0,6.84,6.8,4.11,2023
9833,1.07,Ideal,G,VS2,61.1,59.0,6.62,6.57,4.03,2023
9834,1.0,Ideal,E,SI1,62.4,55.0,6.34,6.42,3.98,2023
9835,1.06,Premium,G,VS2,60.1,58.0,6.67,6.64,4.0,2023
9836,1.01,Very Good,G,VS1,62.7,56.0,6.36,6.46,4.02,2023
9837,1.3,Good,D,SI2,57.1,63.0,7.22,7.27,4.14,2023
9838,1.24,Premium,H,SI1,60.1,58.0,7.04,7.01,4.22,2023
9839,1.29,Ideal,J,SI1,61.6,57.0,6.98,7.01,4.32,2023
9840,1.03,Premium,G,VS2,62.3,59.0,6.42,6.38,3.99,2023
9841,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,2023
9842,1.0,Premium,F,VS2,62.8,59.0,6.35,6.32,3.98,2023
9843,1.0,Premium,F,VS2,62.2,59.0,6.37,6.29,3.94,2023
9844,1.01,Good,F,VS2,63.9,58.0,6.32,6.39,4.06,2023
9845,1.26,Ideal,J,VS1,62.2,58.0,6.88,6.92,4.29,2023
9846,1.01,Good,F,VS2,60.6,62.0,6.52,6.49,3.94,2023
9847,1.02,Premium,F,VS2,62.7,59.0,6.44,6.41,4.03,2023
9848,1.2,Premium,H,VS2,61.4,59.0,6.79,6.75,4.16,2023
9849,1.04,Very Good,G,VS2,61.1,56.0,6.54,6.56,4.01,2023
9850,1.22,Very Good,G,SI1,62.1,58.0,6.84,6.89,4.26,2023
9851,1.3,Ideal,J,VS1,62.3,57.0,7.06,6.97,4.37,2023
9852,1.19,Ideal,G,SI1,62.3,55.0,6.76,6.81,4.23,2023
9853,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,2023
9854,1.01,Premium,E,VS2,63.0,60.0,6.35,6.32,3.99,2023
9855,1.01,Premium,E,VS2,62.9,58.0,6.47,6.37,4.04,2023
9856,1.01,Premium,E,VS2,60.2,58.0,6.56,6.52,3.94,2023
9857,1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92,2023
9858,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,2023
9859,1.37,Premium,H,VS2,60.9,59.0,7.22,7.17,4.38,2023
9860,1.31,Ideal,I,VS2,62.4,57.0,6.93,6.97,4.34,2023
9861,0.81,Ideal,F,IF,61.5,55.0,5.98,6.05,3.7,2023
9862,1.0,Very Good,F,VS2,62.2,55.0,6.39,6.44,3.99,2023
9863,1.01,Ideal,G,VS2,62.4,57.0,6.39,6.36,3.98,2023
9864,1.02,Ideal,D,SI1,62.2,56.0,6.43,6.47,4.0,2023
9865,1.5,Fair,H,SI1,68.0,59.0,7.12,6.82,4.76,2023
9866,1.51,Premium,E,SI2,62.7,58.0,7.27,7.24,4.55,2023
9867,1.51,Premium,J,VS2,62.3,59.0,7.36,7.3,4.57,2023
9868,1.37,Ideal,I,VS2,61.5,56.0,7.14,7.11,4.38,2023
9869,1.22,Ideal,E,SI2,62.7,57.0,6.84,6.81,4.28,2023
9870,1.2,Good,D,SI2,63.7,52.0,6.72,6.68,4.27,2023
9871,1.03,Premium,E,VS2,60.0,59.0,6.54,6.6,3.94,2023
9872,1.1,Ideal,H,VS2,62.7,56.0,6.58,6.63,4.14,2023
9873,1.2,Good,D,SI2,62.2,65.0,6.75,6.7,4.18,2023
9874,1.01,Ideal,E,SI1,61.1,57.0,6.5,6.47,3.96,2023
9875,2.02,Fair,G,I1,68.0,55.0,7.77,7.72,5.27,2023
9876,1.14,Ideal,G,SI2,62.3,56.0,6.66,6.69,4.16,2023
9877,1.21,Ideal,H,SI2,62.1,58.0,6.78,6.84,4.23,2023
9878,1.0,Ideal,G,VS1,62.2,56.0,6.35,6.41,3.97,2023
9879,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,2023
9880,1.4,Ideal,J,SI1,62.1,57.0,7.17,7.14,4.44,2023
9881,1.05,Ideal,G,VS2,61.7,56.0,6.54,6.52,4.03,2023
9882,1.1,Very Good,D,SI1,60.7,55.0,6.71,6.74,4.08,2023
9883,1.0,Very Good,F,VS2,62.9,55.0,6.34,6.38,4.0,2023
9884,1.0,Premium,F,VS2,62.4,60.0,6.35,6.38,3.97,2023
9885,1.25,Ideal,I,SI1,61.0,56.0,6.97,7.02,4.27,2023
9886,1.06,Premium,D,SI1,61.1,59.0,6.63,6.56,4.03,2023
9887,1.01,Fair,G,VS1,64.6,60.0,6.34,6.22,4.06,2023
9888,1.01,Premium,G,VS1,59.9,59.0,6.51,6.48,3.89,2023
9889,1.01,Very Good,G,VS1,60.7,63.0,6.4,6.38,3.88,2023
9890,1.01,Premium,G,VS1,60.5,60.0,6.52,6.44,3.92,2023
9891,1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97,2023
9892,1.07,Very Good,G,VS2,60.5,56.0,6.64,6.71,4.04,2023
9893,1.07,Very Good,G,VS2,60.9,58.0,6.56,6.6,4.01,2023
9894,1.02,Ideal,G,VS2,60.5,57.0,6.51,6.55,3.95,2023
9895,1.29,Premium,J,VVS2,62.6,59.0,6.98,6.91,4.35,2023
9896,2.15,Premium,H,I1,62.9,57.0,8.25,8.2,5.18,2023
9897,1.0,Premium,E,VS2,62.9,59.0,6.38,6.27,3.98,2023
9898,0.92,Ideal,F,VS1,61.3,56.0,6.26,6.3,3.85,2023
9899,1.04,Good,G,VS1,63.8,57.0,6.42,6.37,4.08,2023
9900,1.04,Premium,G,VS1,60.2,58.0,6.65,6.64,4.0,2023
9901,1.19,Premium,H,VS2,61.0,59.0,6.91,6.8,4.18,2023
9902,1.5,Good,I,SI2,65.0,55.0,7.15,7.24,4.68,2023
9903,1.39,Ideal,J,VS2,60.3,57.0,7.26,7.24,4.37,2023
9904,1.01,Fair,F,VS1,64.6,60.0,6.26,6.16,4.01,2023
9905,1.16,Premium,E,SI1,61.3,60.0,6.7,6.64,4.09,2023
9906,1.52,Premium,J,SI1,61.0,59.0,7.41,7.35,4.5,2023
9907,1.31,Premium,H,VS2,62.1,58.0,7.01,6.86,4.31,2023
9908,1.17,Ideal,H,SI1,61.1,57.0,6.77,6.83,4.16,2023
9909,1.1,Very Good,G,VS2,61.9,57.0,6.59,6.65,4.1,2023
9910,1.38,Very Good,H,SI2,62.3,60.0,7.07,7.12,4.42,2023
9911,1.01,Premium,G,VVS2,61.9,58.0,6.48,6.38,3.98,2023
9912,1.01,Very Good,G,VVS2,62.1,63.0,6.38,6.31,3.94,2023
9913,1.22,Ideal,D,SI2,61.8,58.0,6.84,6.92,4.25,2023
9914,1.0,Ideal,G,VS2,62.4,59.0,6.36,6.4,3.98,2023
9915,1.66,Ideal,J,SI2,60.8,57.0,7.68,7.65,4.66,2023
9916,1.24,Premium,E,SI2,61.1,59.0,6.99,6.89,4.24,2023
9917,1.0,Ideal,G,VS1,62.6,56.0,6.39,6.36,3.99,2023
9918,1.0,Premium,G,VS1,62.4,60.0,6.39,6.37,3.98,2023
9919,1.2,Ideal,I,VS1,61.5,59.0,6.82,6.84,4.2,2023
9920,1.0,Very Good,F,VS2,63.3,55.0,6.34,6.29,4.0,2023
9921,1.24,Premium,I,VVS2,62.7,58.0,6.85,6.89,4.31,2023
9922,1.46,Premium,J,SI2,60.1,58.0,7.43,7.34,4.44,2023
9923,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,2023
9924,1.1,Premium,G,VS2,62.8,58.0,6.6,6.58,4.14,2023
9925,1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,2023
9926,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,2023
9927,1.22,Ideal,H,SI1,62.1,56.0,6.87,6.81,4.25,2023
9928,1.0,Very Good,G,VS2,63.8,58.0,6.31,6.35,4.04,2023
9929,1.33,Premium,I,VS1,61.7,58.0,7.09,7.14,4.39,2023
9930,1.01,Fair,F,VS1,64.5,59.0,6.27,6.19,4.02,2023
9931,1.13,Ideal,F,SI1,59.6,57.0,6.83,6.79,4.06,2023
9932,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02,2023
9933,1.51,Premium,F,SI2,62.7,58.0,7.33,7.29,4.58,2023
9934,1.51,Good,J,SI1,64.1,61.0,7.16,7.19,4.6,2023
9935,1.27,Ideal,I,VS1,62.8,57.0,6.86,6.89,4.32,2023
9936,1.02,Very Good,E,SI1,62.7,60.0,6.45,6.4,4.03,2023
9937,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,2023
9938,1.02,Premium,E,VS2,60.4,58.0,6.51,6.47,3.92,2023
9939,1.02,Premium,G,VS2,62.1,58.0,6.5,6.44,4.02,2023
9940,1.01,Good,E,VS2,63.3,60.0,6.3,6.33,4.0,2023
9941,1.01,Good,E,VS2,63.3,58.0,6.35,6.38,4.03,2023
9942,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,2023
9943,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,2023
9944,1.06,Ideal,F,VS2,60.5,57.0,6.6,6.58,3.99,2023
9945,0.84,Ideal,D,VVS1,62.0,54.0,6.04,6.08,3.76,2023
9946,1.06,Premium,F,VS2,62.3,58.0,6.56,6.51,4.07,2023
9947,1.35,Premium,G,SI2,58.4,59.0,7.32,7.28,4.26,2023
9948,1.22,Ideal,F,SI2,62.5,56.2,6.81,6.85,4.27,2023
9949,1.57,Premium,I,SI2,62.2,60.0,7.43,7.36,4.6,2023
9950,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,2023
9951,1.05,Ideal,F,VS2,62.7,56.0,6.52,6.59,4.11,2023
9952,1.27,Ideal,H,SI2,61.8,57.0,6.93,6.96,4.29,2023
9953,1.22,Premium,E,SI1,59.7,61.0,7.03,6.9,4.16,2023
9954,1.23,Ideal,E,SI2,61.2,55.0,7.01,6.92,4.26,2023
9955,1.04,Very Good,F,VS2,59.0,57.0,6.64,6.69,3.93,2023
9956,1.3,Premium,J,VVS2,62.9,60.0,6.91,6.86,4.33,2023
9957,1.33,Premium,H,SI2,62.8,52.0,7.15,7.06,4.46,2023
9958,1.01,Very Good,G,VS2,63.4,55.0,6.35,6.4,4.04,2023
9959,1.23,Ideal,H,VS2,59.0,57.0,7.05,6.99,4.14,2023
9960,1.3,Premium,H,SI2,60.1,57.0,7.17,7.13,4.3,2023
9961,1.22,Very Good,G,SI2,63.2,58.0,6.82,6.76,4.29,2023
9962,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,2023
9963,1.02,Ideal,G,VS2,62.5,58.0,6.36,6.44,4.0,2023
9964,1.08,Ideal,H,VS2,60.3,57.0,6.67,6.7,4.03,2023
9965,0.3,Premium,I,VS1,58.8,61.0,4.43,4.38,2.59,2023
9966,0.3,Premium,I,VS1,61.7,58.0,4.32,4.27,2.65,2023
9967,0.3,Premium,I,VS1,61.7,59.0,4.3,4.26,2.64,2023
9968,0.3,Premium,I,VS1,61.6,60.0,4.3,4.27,2.64,2023
9969,0.3,Very Good,I,VS1,63.3,59.0,4.23,4.2,2.67,2023
9970,0.3,Premium,I,VS1,62.9,59.0,4.3,4.22,2.68,2023
9971,0.3,Good,I,VS1,63.7,58.0,4.25,4.23,2.7,2023
9972,0.3,Premium,H,VS2,62.3,58.0,4.33,4.31,2.69,2023
9973,0.3,Premium,H,VS2,60.9,61.0,4.3,4.27,2.61,2023
9974,0.3,Premium,H,VS2,62.2,59.0,4.31,4.28,2.67,2023
9975,0.3,Premium,H,VS2,61.1,61.0,4.33,4.31,2.64,2023
9976,0.3,Premium,H,VS2,62.5,58.0,4.28,4.26,2.67,2023
9977,1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,2023
9978,1.28,Ideal,G,SI2,61.5,57.0,6.93,7.0,4.28,2023
9979,1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,2023
9980,1.08,Very Good,G,VS2,62.3,58.0,6.5,6.54,4.06,2023
9981,1.27,Premium,I,VS1,62.2,59.0,6.87,6.92,4.29,2023
9982,1.02,Premium,G,VS2,62.5,58.0,6.46,6.41,4.02,2023
9983,1.01,Premium,F,VS2,59.2,60.0,6.51,6.54,3.86,2023
9984,1.01,Premium,F,VS2,62.2,60.0,6.37,6.4,3.97,2023
9985,1.01,Premium,F,VS2,61.7,58.0,6.42,6.48,3.98,2023
9986,1.02,Ideal,G,VS2,60.4,57.0,6.55,6.53,3.95,2023
9987,1.02,Ideal,G,VS2,62.5,55.0,6.43,6.49,4.04,2023
9988,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,2023
9989,1.21,Ideal,I,VS1,62.2,54.5,6.81,6.86,4.25,2023
9990,1.22,Very Good,I,VS2,59.6,58.0,6.95,6.98,4.15,2023
9991,1.5,Good,J,SI2,63.6,58.0,7.25,7.18,4.59,2023
9992,1.2,Very Good,H,VS2,63.2,54.0,6.73,6.78,4.27,2023
9993,1.04,Very Good,G,VS2,62.8,56.0,6.42,6.48,4.05,2023
9994,1.0,Ideal,F,VS2,61.7,58.0,6.37,6.43,3.95,2023
9995,1.29,Ideal,H,SI1,62.6,56.0,6.96,6.93,4.35,2023
9996,1.49,Fair,H,I1,66.9,61.0,6.93,6.89,4.62,2023
9997,1.08,Ideal,H,SI1,60.5,57.0,6.63,6.67,4.02,2023
9998,1.06,Ideal,D,SI1,62.6,56.0,6.49,6.52,4.07,2023
9999,1.29,Premium,I,SI1,61.8,59.0,6.99,6.96,4.31,2023
10000,1.01,Good,D,VS2,61.6,61.0,6.43,6.45,3.97,2023
10001,1.32,Premium,H,SI2,62.7,58.0,7.05,6.99,4.4,2023
10002,1.02,Very Good,G,VS2,60.9,56.0,6.47,6.51,3.95,2023
10003,1.0,Very Good,G,VS1,59.1,61.0,6.48,6.54,3.85,2023
